,Image Height,Image_Width,subject_name,subject_x,subject_y,subject_width,subject_height,object_name,object_x,object_y,object_width,object_height
5785,600,800,sign,246.5,209.0,163,62,side walk,308.5,533.0,609,130
5786,600,800,banner,678.0,238.0,30,52,light pole,659.0,283.0,14,242
5787,600,800,sign,523.0,124.5,106,21,pole,523.0,360.0,10,442
5788,600,800,highland ave,511.5,122.5,75,17,sign,524.5,123.0,107,20
5789,600,800,grass,291.0,439.0,570,66,sidewalk,397.5,492.5,795,199
5790,600,800,sign,664.5,339.0,35,22,light pole,660.5,301.5,9,237
5791,600,800,white jeep,561.5,382.0,131,44,parking lot,614.0,366.0,250,54
5792,600,800,white jeep,562.0,391.0,136,60,parking lot,614.0,366.0,250,54
5793,600,800,window,595.5,139.0,45,46,building,670.0,238.0,256,298
5794,600,800,window,598.0,182.0,40,30,building,400.5,237.5,797,311
5795,600,800,window,596.0,185.0,42,126,building,599.0,226.5,116,273
5796,600,800,window,664.0,176.0,30,30,building,719.0,254.5,146,277
5797,600,800,window,697.0,173.0,36,26,building,719.0,254.5,146,277
5798,600,800,window,729.5,175.0,43,38,building,731.5,260.5,133,285
5799,600,800,window,724.0,247.0,142,284,building,464.0,252.0,664,356
5800,600,800,window,768.5,167.0,33,40,building,464.0,252.0,664,356
5801,600,800,window,776.5,231.0,37,40,building,719.0,254.5,146,277
5802,600,800,window,769.5,269.0,37,38,building,719.0,254.5,146,277
5803,600,800,car,557.0,388.0,150,68,parking lot,484.5,374.0,541,90
5804,600,800,sign,248.0,214.5,162,65,post,255.0,417.5,54,355
5805,600,800,car,600.0,385.5,250,59,parking lot,525.0,387.0,480,82
5806,600,800,tree,243.5,213.0,483,422,fence,301.5,384.5,475,89
5807,600,800,shrubbery,142.5,437.0,281,66,grass,332.0,432.5,492,65
5808,600,800,person,762.0,374.5,24,51,sidewalk,397.5,492.5,795,199
5809,600,800,suv,556.0,385.5,140,57,lot,469.0,371.0,514,84
5810,600,800,utility box,164.0,384.0,150,90,grass,305.5,422.0,571,122
5811,299,400,window,293.5,129.0,45,52,house,199.5,122.0,399,114
5812,299,400,window,149.5,124.0,93,54,house,199.5,122.0,399,114
5813,299,400,window,42.5,128.0,35,60,house,199.5,122.0,399,114
5814,299,400,window,293.5,129.0,45,52,house,199.5,122.0,399,114
5815,299,400,window,380.5,125.5,37,31,house,199.5,122.0,399,114
5816,299,400,window,293.5,129.0,45,52,house,199.5,122.0,399,114
5817,299,400,door,224.5,137.0,31,74,house,199.5,122.0,399,114
5818,299,400,address plate,203.0,111.5,14,7,door,224.5,137.0,31,74
5819,299,400,address plate,203.0,111.5,14,7,door,224.5,137.0,31,74
5820,299,400,window,149.5,124.0,93,54,bush,184.5,156.5,69,49
5821,299,400,shutter,276.5,126.5,9,51,window,293.5,129.0,45,52
5822,299,400,roof,199.5,83.5,399,39,house,199.5,122.0,399,114
5823,299,400,grass,199.0,233.5,398,129,house,199.5,122.0,399,114
5824,299,400,shrub,131.5,147.5,173,59,window,149.5,124.0,93,54
5825,299,400,rock,327.5,165.0,21,14,house,199.5,122.0,399,114
5826,299,400,wall,44.0,132.0,88,76,house,199.0,125.0,398,128
5827,299,400,house,199.5,122.0,399,114,brick,242.5,135.5,313,81
5828,299,400,house,199.5,122.0,399,114,side,44.0,130.0,88,82
5829,299,400,house,199.5,122.0,399,114,roof,199.5,83.5,399,39
5830,299,400,house,199.5,122.0,399,114,lawn,199.0,233.5,398,129
5831,299,400,house,199.5,122.0,399,114,door,224.5,137.0,31,74
5832,299,400,house,199.5,122.0,399,114,shingle,199.5,83.5,399,39
5833,299,400,tree,197.0,41.0,394,78,house,199.5,122.0,399,114
5834,299,400,house,199.5,122.0,399,114,window,149.5,124.0,93,54
5835,299,400,house,199.5,122.0,399,114,window,42.5,128.0,35,60
5836,299,400,house,199.5,122.0,399,114,yard,199.0,233.5,398,129
5837,299,400,sign,203.0,111.5,14,7,door,224.5,137.0,31,74
5838,299,400,sign,203.0,111.5,14,7,house,199.0,125.0,398,128
5839,299,400,lawn,199.0,233.5,398,129,house,199.5,122.0,399,114
5840,299,400,bush,184.5,156.5,69,49,window,149.5,124.0,93,54
5841,299,400,window,149.0,123.5,92,53,window,149.5,124.0,93,54
5842,299,400,storm door,224.5,137.0,31,74,door,223.5,132.5,19,45
5843,299,400,address plate,203.0,111.5,14,7,house,199.5,122.0,399,114
5844,299,400,door,224.5,137.0,31,74,house,199.5,122.0,399,114
5845,299,400,door mat,222.0,174.5,22,5,step,224.0,175.5,40,9
5846,299,400,step,224.0,175.5,40,9,door,224.5,137.0,31,74
5847,299,400,window,293.5,129.0,45,52,shutter,276.5,126.5,9,51
5848,299,400,window,293.5,129.0,45,52,shutter,276.5,126.5,9,51
5849,299,400,house,199.5,122.0,399,114,roof,199.5,83.5,399,39
5850,299,400,door,224.5,137.0,31,74,wall,196.5,135.0,377,88
5851,299,400,house,199.5,122.0,399,114,wall,44.0,130.0,88,82
5852,600,800,sign,55.5,396.0,105,92,man,34.0,392.0,54,70
5853,600,800,sign,621.0,381.0,86,106,jeans,620.5,411.5,55,65
5854,600,800,tee - shirt,346.0,399.5,80,95,window,387.5,297.5,177,287
5855,600,800,building,400.5,302.0,779,578,column,255.5,340.5,77,399
5856,600,800,sidewalk,401.0,558.0,784,74,building,400.5,302.0,779,578
5857,600,800,glass,109.5,204.0,211,84,display window,116.0,299.0,208,298
5858,600,800,lettering,401.0,103.0,798,66,building,400.5,302.0,779,578
5859,600,800,lettering,401.0,103.0,798,66,specific,416.5,106.0,417,52
5860,600,800,light,628.5,252.5,41,39,building,400.5,302.0,779,578
5861,600,800,lettering,401.0,103.0,798,66,e,191.5,105.0,49,52
5862,600,800,lettering,401.0,103.0,798,66,s,235.0,99.0,36,60
5863,600,800,lettering,401.0,103.0,798,66,p,276.0,103.5,52,47
5864,600,800,lettering,401.0,103.0,798,66,f,439.0,105.5,44,49
5865,600,800,window,387.5,297.5,177,287,hand,429.5,366.5,55,81
5866,600,800,window,387.5,297.5,177,287,tee - shirt,346.0,399.5,80,95
5867,600,800,window,387.5,297.5,177,287,hand,429.5,366.5,55,81
5868,426,568,flower,272.5,205.5,407,411,flower,266.5,211.5,421,385
5869,426,568,flower,266.5,211.5,421,385,center,280.0,214.0,140,140
5870,426,568,shadow,513.0,205.5,94,51,ground,286.0,213.5,558,421
5871,426,568,banana,465.5,138.0,155,100,shadow,513.0,205.5,94,51
5872,426,568,center,273.5,210.5,141,133,flower,266.5,211.5,421,385
5873,426,568,flower,266.5,211.5,421,385,center,273.5,210.5,141,133
5874,426,568,spot,97.5,324.5,65,27,plant,96.0,213.5,192,421
5875,426,568,leave,506.0,323.0,114,72,ground,286.0,213.5,558,421
5876,426,568,leave,506.0,323.0,114,72,flower,293.0,233.0,396,380
5877,426,568,leaf,503.0,317.5,100,53,flower,277.0,200.5,430,361
5878,426,568,leaf,46.0,296.5,90,29,plant,79.5,343.0,101,122
5879,426,568,banana,493.0,143.0,80,98,flower,277.0,200.5,430,361
5880,426,568,rock,535.0,240.0,60,90,plant,497.0,380.5,96,77
5881,426,568,petal,263.0,351.0,26,86,flower,250.5,205.0,447,372
5882,426,568,petal,325.5,346.5,55,85,flower,279.0,192.5,364,341
5883,426,568,petal,374.5,339.5,85,81,flower,277.0,200.5,430,361
5884,426,568,petal,169.0,316.5,78,73,flower,250.5,205.0,447,372
5885,426,568,petal,136.0,229.0,158,34,flower,266.5,211.5,421,385
5886,426,568,petal,338.0,94.0,84,130,flower,277.0,200.5,430,361
5887,426,568,petal,286.5,348.5,49,109,flower,277.0,200.5,430,361
5888,426,568,petal,157.5,152.5,107,87,flower,285.0,194.0,412,318
5889,426,568,brown leaf,530.0,108.0,38,52,banana,488.5,136.5,77,91
5890,426,568,grey rock,524.0,236.5,86,111,banana,489.0,150.0,64,76
5891,600,800,sign,722.0,297.0,26,30,post,726.0,363.5,48,85
5892,600,800,walkway,400.5,500.5,789,193,crack,422.0,558.5,346,41
5893,600,800,ship,419.0,337.5,48,17,water,273.0,339.5,530,33
5894,800,600,bench,22.5,436.0,43,46,tree,84.0,227.0,168,454
5895,800,600,grass,129.0,526.0,114,30,ground,299.5,602.5,599,389
5896,800,600,leave,252.5,614.5,481,371,ground,299.5,602.5,599,389
5897,800,600,tree,300.0,246.5,596,493,park,300.0,399.0,600,798
5898,800,600,shadow,374.0,565.0,450,120,ground,299.5,602.5,599,389
5899,800,600,sky,294.0,145.5,588,289,tree,300.0,246.5,596,493
5900,800,600,trunk,249.0,403.5,168,225,tree,267.5,369.5,199,281
5901,800,600,walkway,474.5,609.0,247,378,tree,300.0,246.5,596,493
5902,800,600,light,513.5,549.0,161,158,walkway,474.5,609.0,247,378
5903,800,600,sky,525.0,243.0,88,116,tree,300.0,246.5,596,493
5904,800,600,grass,125.5,510.5,111,33,tree,300.0,246.5,596,493
5905,800,600,trash can,30.0,415.5,16,21,bench,22.0,437.0,42,44
5906,800,600,trunk,238.5,471.5,59,39,tree,301.5,241.5,287,483
5907,800,600,trunk,318.5,441.0,31,44,tree,352.5,282.0,95,354
5908,800,600,trunk,362.5,425.0,25,38,tree,367.5,385.0,29,114
5909,800,600,trunk,441.5,428.0,21,22,tree,424.0,393.0,58,90
5910,480,640,wall,153.5,84.5,99,93,wall,230.0,86.5,450,167
5911,480,640,paper,345.0,256.5,64,11,table,319.0,287.5,638,91
5912,480,640,a,292.0,211.0,66,58,off,281.5,214.5,17,15
5913,480,640,a,105.5,446.0,169,68,a,119.5,445.5,167,67
5914,480,640,a,105.5,446.0,169,68,a,119.5,445.5,167,67
5915,480,640,two,286.0,341.5,172,189,two,288.0,374.0,176,212
5916,480,640,two,286.0,341.5,172,189,two,288.0,374.0,176,212
5917,480,640,man,455.0,180.5,28,19,head,464.0,190.5,52,55
5918,480,640,cpu,415.0,330.0,114,64,floor,381.0,397.0,34,48
5919,480,640,laptop,186.5,259.5,73,93,desk,185.5,303.5,31,53
5920,480,640,keyboard,420.5,264.0,59,32,desk,485.0,279.0,30,20
5921,480,640,mouse,467.5,268.5,53,15,desk,488.0,281.5,12,19
5922,480,640,arm,280.5,395.0,61,38,chair,224.5,376.0,17,52
5923,480,640,back,219.0,379.5,18,75,chair,258.5,345.0,13,60
5924,600,800,sign,96.5,258.0,29,34,barrel,97.0,316.5,48,73
5925,600,800,people,550.0,243.0,82,56,sidewalk,570.5,258.5,227,75
5926,600,800,woman,554.0,245.0,28,50,bag,545.0,237.5,14,13
5927,600,800,woman,554.0,245.0,28,50,sidewalk,673.5,283.0,203,32
5928,600,800,light,170.0,103.0,14,14,window,172.0,104.0,22,16
5929,600,800,car,304.5,226.0,27,34,tree,566.5,143.0,19,268
5930,600,800,line,102.0,500.0,186,78,road,399.0,476.5,798,229
5931,600,800,logo,363.5,193.0,37,40,building,403.0,141.0,90,98
5932,600,800,letter,406.0,194.5,64,37,building,529.5,179.0,75,80
5933,600,800,van,310.0,378.0,274,128,front tire,275.0,406.0,46,58
5934,600,800,car,644.5,369.5,221,107,head light,652.5,369.5,209,101
5935,600,800,car,312.5,377.0,273,122,road,246.0,452.0,384,98
5936,600,800,car,648.5,371.0,235,122,road,634.0,398.0,282,130
5937,600,800,car,508.0,370.0,192,96,road,484.0,386.5,256,113
5938,600,800,car,759.0,445.0,78,142,road,756.0,455.5,84,151
5939,600,800,logo,394.5,194.5,93,43,building,529.5,179.0,75,80
5940,600,800,light,614.0,370.5,32,23,car,644.5,369.5,221,107
5941,600,800,light,764.5,423.0,49,46,car,765.0,424.5,66,119
5942,600,800,light,242.5,379.5,23,11,car,312.5,377.0,273,122
5943,600,800,light,475.5,370.0,29,32,car,516.0,364.0,180,90
5944,600,800,light,434.5,364.0,17,26,car,508.5,364.0,177,96
5945,600,800,sign,388.5,193.0,93,46,building,529.5,179.0,75,80
5946,600,800,people,216.5,341.5,69,75,building,529.5,179.0,75,80
5947,600,800,frame,211.5,183.0,269,206,building,529.5,179.0,75,80
5948,600,800,c,377.5,190.5,21,33,chase,407.5,191.5,97,55
5949,600,800,chase,407.5,191.5,97,55,building,529.5,179.0,75,80
5950,600,800,logo,364.0,197.0,30,34,chase,399.5,193.5,65,39
5951,600,800,road,371.0,485.5,738,213,parking,450.0,391.5,542,161
5952,600,800,chase,393.0,199.5,96,59,building,529.5,179.0,75,80
5953,600,800,word,251.0,285.0,40,32,door,244.5,326.0,117,74
5954,600,800,suv,642.5,366.0,193,130,road,352.0,470.5,690,241
5955,600,800,windows,257.5,206.5,113,155,chase,242.5,279.5,39,33
5956,600,800,e,425.0,199.0,20,30,word,399.5,197.5,91,55
5957,600,800,people,219.0,355.0,78,82,building,529.5,179.0,75,80
5958,600,800,van,310.0,378.0,274,128,road,333.0,478.5,658,237
5959,600,800,people,221.0,341.0,82,84,building,529.5,179.0,75,80
5960,600,800,van,310.0,378.0,274,128,tire,331.0,401.0,176,52
5961,600,800,line,386.0,517.0,742,160,road,352.0,470.5,690,241
5962,600,800,word,401.5,198.5,59,25,building,366.5,194.0,727,360
5963,600,800,logo,363.0,199.0,32,22,building,366.5,194.0,727,360
5964,600,800,vehicle,644.0,368.5,192,109,road,401.5,497.5,777,203
5965,600,800,car,522.0,368.0,150,118,street,634.5,444.0,329,260
5966,600,800,fire hydrant,574.0,504.0,66,116,sidewalk,482.0,452.0,400,288
5967,600,800,building,611.5,193.0,301,276,windows,689.0,183.0,106,180
5968,600,800,fence,174.0,442.0,336,308,sidewalk,468.0,443.5,426,285
5969,600,800,people,724.0,325.5,64,43,sidewalk,693.5,337.0,209,30
5970,600,800,fire hydrant,572.0,501.5,74,123,cap,566.5,465.5,49,51
5971,600,800,street light,744.0,234.5,86,221,road,642.5,457.0,309,276
5972,600,800,fire hydrant,569.0,508.5,84,139,cap,567.5,464.0,53,48
5973,600,800,fire hydrant,567.0,501.0,98,128,sidewalk,482.0,452.0,400,288
5974,600,800,car,521.0,363.5,142,109,street,633.0,463.0,324,266
5975,600,800,leave,302.0,460.5,48,125,grass,250.5,471.5,201,251
5976,600,800,car,487.0,359.0,212,128,street,633.0,463.0,324,266
5977,600,800,leave,262.0,180.5,228,155,tree,239.5,198.0,265,262
5978,600,800,car,521.0,363.5,142,109,sidewalk,482.0,452.0,400,288
5979,600,800,road,642.5,457.0,309,276,line,696.5,372.5,201,73
5980,600,800,parking meter,422.0,355.0,96,96,parking meter,454.5,368.0,15,96
5981,600,800,tree,247.0,198.0,262,240,leave,314.0,194.5,96,113
5982,600,800,rail,677.0,319.0,244,34,road,642.5,457.0,309,276
5983,600,800,window,581.5,155.5,25,27,building,590.0,209.0,322,312
5984,600,800,window,581.5,189.0,25,38,building,594.0,194.5,306,285
5985,600,800,car,528.0,363.5,166,109,street,591.0,416.0,410,292
5986,600,800,car,441.5,346.0,43,64,street,600.5,414.5,397,321
5987,600,800,car,414.0,336.5,34,41,street,600.5,414.5,397,321
5988,600,800,car,408.0,331.0,72,52,street,644.0,399.0,302,168
5989,600,800,car,417.0,338.5,48,49,street,564.0,415.5,420,357
5990,600,800,window,577.0,110.0,26,26,building,529.5,179.0,75,80
5991,600,800,window,579.0,230.5,40,43,building,529.5,179.0,75,80
5992,600,800,car,419.0,335.5,50,61,street,609.0,443.0,378,232
5993,480,640,boat,135.0,305.5,26,21,body of water,319.5,379.5,635,199
5994,480,640,boat,245.5,305.5,39,23,body of water,319.5,379.5,635,199
5995,480,640,boat,300.5,308.0,25,14,body of water,319.5,379.5,635,199
5996,480,640,boat,464.0,332.5,52,21,body of water,319.5,379.5,635,199
5997,480,640,sky,321.0,135.5,638,269,body of water,319.5,379.5,635,199
5998,480,640,sky,321.0,135.5,638,269,cloud,560.5,158.0,133,38
5999,480,640,sky,321.0,135.5,638,269,cloud,204.5,146.5,161,47
6000,480,640,sky,321.0,135.5,638,269,cloud,370.5,125.5,153,37
6001,480,640,building,106.5,272.0,43,30,body of water,319.5,379.5,635,199
6002,480,640,building,145.0,274.5,42,33,body of water,319.5,379.5,635,199
6003,480,640,building,189.5,274.0,43,30,body of water,319.5,379.5,635,199
6004,480,640,building,231.0,275.0,42,34,body of water,319.5,379.5,635,199
6005,480,640,building,274.0,276.5,44,33,body of water,319.5,379.5,635,199
6006,480,640,buoy,228.5,323.5,11,11,body of water,319.5,379.5,635,199
6007,480,640,windmill,573.5,248.0,71,130,body of water,319.5,379.5,635,199
6008,480,640,boat,464.0,332.5,52,21,body of water,319.5,379.5,635,199
6009,480,640,boat,135.0,305.5,26,21,body of water,319.5,379.5,635,199
6010,480,640,boat,245.5,305.5,39,23,body of water,319.5,379.5,635,199
6011,480,640,boat,300.5,308.0,25,14,body of water,319.5,379.5,635,199
6012,480,640,boat,464.0,332.5,52,21,shore,523.0,333.0,232,46
6013,480,640,tree,193.5,245.5,7,47,building,189.5,274.0,43,30
6014,480,640,tree,201.5,245.0,9,40,building,189.5,274.0,43,30
6015,480,640,tree,214.0,250.5,10,37,building,231.0,275.0,42,34
6016,480,640,tree,226.5,245.0,21,48,building,231.0,275.0,42,34
6017,480,640,tree,263.5,252.5,11,31,building,274.0,276.5,44,33
6018,480,640,cloud,560.5,158.0,133,38,sky,321.0,135.5,638,269
6019,480,640,cloud,204.5,146.5,161,47,sky,321.0,135.5,638,269
6020,480,640,cloud,370.5,125.5,153,37,sky,321.0,135.5,638,269
6021,480,640,roof,69.5,271.5,39,21,building,66.5,275.0,53,30
6022,480,640,roof,106.0,272.5,40,21,building,106.5,272.0,43,30
6023,480,640,roof,190.5,273.0,31,20,building,189.5,274.0,43,30
6024,480,640,roof,233.0,274.5,32,25,building,231.0,275.0,42,34
6025,480,640,roof,276.0,274.0,34,22,building,274.0,276.5,44,33
6026,480,640,roof,276.0,274.0,34,22,building,274.0,276.5,44,33
6027,480,640,buoy,228.5,323.5,11,11,body of water,319.5,379.5,635,199
6028,480,640,grass,427.5,317.5,35,17,body of water,319.5,379.5,635,199
6029,480,640,boat,135.0,305.5,26,21,body of water,319.5,379.5,635,199
6030,480,640,boat,245.5,305.5,39,23,body of water,319.5,379.5,635,199
6031,480,640,boat,464.0,332.5,52,21,body of water,319.5,379.5,635,199
6032,480,640,boat,300.5,308.0,25,14,body of water,319.5,379.5,635,199
6033,480,640,building,106.5,272.0,43,30,body of water,319.5,379.5,635,199
6034,480,640,building,145.0,274.5,42,33,body of water,319.5,379.5,635,199
6035,480,640,building,189.5,274.0,43,30,body of water,319.5,379.5,635,199
6036,480,640,building,231.0,275.0,42,34,body of water,319.5,379.5,635,199
6037,480,640,building,274.0,276.5,44,33,body of water,319.5,379.5,635,199
6038,480,640,boat,135.0,305.5,26,21,body of water,319.5,379.5,635,199
6039,480,640,boat,245.5,305.5,39,23,body of water,319.5,379.5,635,199
6040,480,640,boat,300.5,308.0,25,14,body of water,319.5,379.5,635,199
6041,480,640,propeller fin,592.5,268.5,17,47,windmill,573.5,248.0,71,130
6042,480,640,propeller fin,578.5,212.0,11,50,windmill,573.5,248.0,71,130
6043,480,640,cloud,560.5,158.0,133,38,sky,321.0,135.5,638,269
6044,480,640,cloud,204.5,146.5,161,47,sky,321.0,135.5,638,269
6045,480,640,cloud,370.5,125.5,153,37,sky,321.0,135.5,638,269
6046,480,640,windmill,573.5,248.0,71,130,body of water,319.5,379.5,635,199
6047,480,640,building,66.5,275.0,53,30,body of water,319.5,379.5,635,199
6048,480,640,building,106.5,272.0,43,30,body of water,319.5,379.5,635,199
6049,480,640,building,145.0,274.5,42,33,body of water,319.5,379.5,635,199
6050,480,640,building,189.5,274.0,43,30,body of water,319.5,379.5,635,199
6051,480,640,building,231.0,275.0,42,34,body of water,319.5,379.5,635,199
6052,480,640,building,274.0,276.5,44,33,body of water,319.5,379.5,635,199
6053,480,640,boat,464.0,332.5,52,21,body of water,319.5,379.5,635,199
6054,480,640,boat,135.0,305.5,26,21,body of water,319.5,379.5,635,199
6055,480,640,boat,245.5,305.5,39,23,body of water,319.5,379.5,635,199
6056,480,640,boat,300.5,308.0,25,14,body of water,319.5,379.5,635,199
6057,480,640,buoy,228.5,323.5,11,11,body of water,319.5,379.5,635,199
6058,480,640,boat,464.0,332.5,52,21,dock,483.0,322.5,82,37
6059,480,640,house,485.0,310.5,94,45,shore,523.0,333.0,232,46
6060,480,640,grass,427.5,317.5,35,17,shore,523.0,333.0,232,46
6061,480,640,roof,499.5,304.0,53,20,house,485.0,310.5,94,45
6062,600,800,woman,641.0,469.0,66,170,jeans,640.0,483.0,38,66
6063,600,800,woman,23.5,410.5,43,99,cane,39.0,435.0,12,58
6064,600,800,car,389.5,400.0,139,56,pavement,536.0,456.0,428,64
6065,600,800,van,575.5,390.5,75,61,van,532.0,384.5,74,55
6066,600,800,woman,638.5,466.5,75,173,street,445.5,521.0,705,146
6067,600,800,small car,214.0,365.5,28,21,road,199.5,479.5,69,237
6068,600,800,white van,575.0,393.0,78,62,hotel,576.0,223.0,446,446
6069,600,800,person,461.5,395.0,21,58,car,392.5,399.0,141,46
6070,600,800,person,477.0,395.0,20,56,car,392.5,399.0,141,46
6071,600,800,woman,23.0,414.5,46,107,cane,39.5,434.5,19,61
6072,600,800,woman,763.5,463.0,65,182,denim,765.5,498.5,45,113
6073,600,800,woman,763.5,463.0,65,182,street,446.5,540.5,681,77
6074,600,800,hotel,575.0,223.0,446,442,name,451.0,269.5,152,19
6075,600,800,woman,636.0,464.5,68,169,shirt,639.5,434.5,61,65
6076,600,800,woman,636.0,464.5,68,169,street,437.0,479.5,722,237
6077,600,800,woman,766.0,466.0,62,184,shirt,766.0,423.5,62,59
6078,600,800,woman,766.0,466.0,62,184,street,437.0,479.5,722,237
6079,600,800,woman,26.0,411.5,48,109,sidewalk,96.0,482.5,190,231
6080,600,800,woman,26.0,411.5,48,109,cane,38.5,436.0,17,58
6081,600,800,car,393.5,399.0,141,52,sidewalk,513.0,435.5,566,109
6082,600,800,archway,448.5,326.5,177,133,hotel,575.0,223.0,446,442
6083,600,800,window,405.0,219.0,44,54,hotel,576.0,223.0,446,446
6084,600,800,window,493.5,226.0,43,48,brick building,556.5,159.0,459,302
6085,600,800,window,407.0,150.5,42,53,hotel,576.0,223.0,446,446
6086,600,800,window,494.0,155.5,42,51,brick building,572.0,150.0,452,240
6087,600,800,window,410.5,83.0,49,48,brick building,564.5,172.5,449,325
6088,600,800,window,495.5,88.5,45,53,hotel,576.0,223.0,446,446
6089,600,800,fountain,627.0,423.0,262,168,courtyard,396.5,490.5,793,127
6090,600,800,bird,616.0,562.0,50,50,ground,401.0,531.0,794,130
6091,600,800,grass,728.0,534.0,142,62,ground,401.0,531.0,794,130
6092,600,800,sign,736.0,493.0,24,30,ground,401.0,531.0,794,130
6093,600,800,can,774.5,472.5,49,81,garbage,780.5,446.0,33,22
6094,600,800,can,774.5,472.5,49,81,grass,728.0,534.0,142,62
6095,600,800,man,175.5,371.5,27,53,chair,176.5,384.0,43,34
6096,600,800,statue,172.0,379.5,64,69,man,175.5,371.5,27,53
6097,600,800,statue,172.0,379.5,64,69,chair,176.5,384.0,43,34
6098,600,800,building,447.5,212.0,655,342,front,372.0,248.0,398,268
6099,600,800,word,354.5,205.0,203,36,front,372.0,248.0,398,268
6100,600,800,column,361.5,293.0,395,174,front,372.0,248.0,398,268
6101,600,800,building,447.5,212.0,655,342,front,372.0,248.0,398,268
6102,600,800,people,242.5,419.0,41,48,stair,308.0,422.5,606,103
6103,600,800,people,167.0,435.5,58,37,stair,308.0,422.5,606,103
6104,600,800,tree,65.0,296.5,130,217,branch,31.0,288.5,54,97
6105,600,800,tree,751.5,232.5,93,341,branch,776.0,200.0,46,172
6106,600,800,people,167.0,435.5,58,37,stair,308.0,422.5,606,103
6107,600,800,window,722.0,271.0,36,46,building,447.5,212.0,655,342
6108,600,800,window,718.5,204.0,33,40,building,447.5,212.0,655,342
6109,600,800,window,638.0,293.0,30,32,building,447.5,212.0,655,342
6110,600,800,window,636.0,202.5,36,43,building,447.5,212.0,655,342
6111,600,800,building,447.5,212.0,655,342,step,308.0,422.5,606,103
6112,600,800,ground,401.0,531.0,794,130,front,286.5,508.0,571,86
6113,600,800,front,286.5,508.0,571,86,brick,457.5,532.0,35,16
6114,600,800,bird,616.0,562.0,50,50,sidewalk,397.0,564.0,776,56
6115,600,800,fountain,627.0,423.0,262,168,building,447.5,212.0,655,342
6116,600,800,chair,620.0,485.0,62,102,fountain,627.0,423.0,262,168
6117,600,800,sign,736.0,493.0,24,30,grass,728.0,534.0,142,62
6118,600,800,sign,736.0,493.0,24,30,grass,728.0,534.0,142,62
6119,600,800,can,774.5,472.5,49,81,garbage,780.5,446.0,33,22
6120,600,800,can,774.5,472.5,49,81,sign,736.0,493.0,24,30
6121,600,800,man,250.0,415.5,20,43,step,308.0,422.5,606,103
6122,600,800,statue,172.0,379.5,64,69,step,308.0,422.5,606,103
6123,600,800,pigeon,612.5,561.5,45,43,ground,401.0,531.0,794,130
6124,600,800,people,242.5,419.0,41,48,stair,308.0,422.5,606,103
6125,600,800,person,181.0,436.5,40,25,stair,308.0,422.5,606,103
6126,600,800,building,447.5,212.0,655,342,university,397.0,300.5,792,595
6127,600,800,fountain,627.0,423.0,262,168,water,631.0,417.5,146,83
6128,600,800,fountain,627.0,423.0,262,168,cement,546.0,479.0,100,36
6129,600,800,sign,736.0,493.0,24,30,chain,728.5,476.5,101,23
6130,600,800,statue,172.0,379.5,64,69,man,175.5,371.5,27,53
6131,600,800,person,247.5,415.0,19,44,backpack,247.5,407.0,11,14
6132,600,800,pigeon,612.5,561.5,45,43,sunlight,398.0,318.5,782,557
6133,600,800,people,167.0,435.5,58,37,step,309.0,412.0,604,104
6134,600,800,people,167.0,435.5,58,37,sunlight,398.0,318.5,782,557
6135,600,800,people,242.5,419.0,41,48,step,309.0,412.0,604,104
6136,600,800,people,242.5,419.0,41,48,sunlight,398.0,318.5,782,557
6137,600,800,step,308.0,422.5,606,103,stone,338.5,429.0,89,54
6138,600,800,person,181.0,436.5,40,25,step,309.0,412.0,604,104
6139,600,800,step,309.0,412.0,604,104,stone,338.5,429.0,89,54
6140,600,800,person,234.5,416.5,19,47,jeans,230.5,427.0,19,22
6141,600,800,person,247.5,415.0,19,44,step,309.0,412.0,604,104
6142,600,800,step,309.0,412.0,604,104,stone,338.5,429.0,89,54
6143,600,800,person,247.5,415.0,19,44,white,248.0,417.0,12,36
6144,600,800,person,247.5,415.0,19,44,step,309.0,412.0,604,104
6145,600,800,step,309.0,412.0,604,104,sunlight,398.0,318.5,782,557
6146,600,800,shadow,433.0,396.0,138,54,step,309.0,412.0,604,104
6147,600,800,stain glass,412.0,354.0,34,70,church,372.0,293.5,526,229
6148,600,800,church,372.0,293.5,526,229,windows,307.0,352.0,234,72
6149,600,800,church,372.0,293.5,526,229,windows,307.0,352.0,234,72
6150,600,800,grave,635.5,389.0,37,68,church,372.0,293.5,526,229
6151,600,800,grave,635.5,389.0,37,68,church,372.0,293.5,526,229
6152,600,800,building,595.0,332.0,76,116,distance,579.5,295.5,59,41
6153,600,800,boat,763.0,502.0,66,62,water,398.0,528.0,790,138
6154,600,800,wall,310.5,361.5,291,97,brick,307.0,352.0,234,72
6155,600,800,church,372.0,298.0,524,220,in front,314.0,395.0,262,68
6156,600,800,water,398.0,528.0,790,138,church,372.0,293.5,526,229
6157,600,800,people,345.0,392.0,158,50,church,372.0,293.5,526,229
6158,600,800,boat,763.0,502.0,66,62,water,398.0,528.0,790,138
6159,600,800,tree,108.5,370.5,183,73,church,372.0,293.5,526,229
6160,600,800,wall,398.5,436.0,777,40,water,397.0,498.0,770,130
6161,600,800,church,372.0,293.5,526,229,windows,307.0,352.0,234,72
6162,600,800,sky,404.5,128.0,787,236,church,372.0,293.5,526,229
6163,600,800,tower,513.5,283.5,81,199,church,372.0,293.5,526,229
